	words	D.Copperfield	Q.Universe	U.Physics	A.Brain	Youth	Total
654	ears	39.0	0.0	0.0	3.0	0.0	42.0
641	comfort	40.0	1.0	0.0	0.0	1.0	42.0
2285	clouds	10.0	7.0	0.0	1.0	24.0	42.0
606	burst	41.0	0.0	0.0	0.0	1.0	42.0
604	bought	41.0	0.0	1.0	0.0	0.0	42.0
589	aernoon	42.0	0.0	0.0	0.0	0.0	42.0
740	understood	34.0	1.0	3.0	2.0	1.0	41.0
749	tonight	34.0	0.0	0.0	4.0	3.0	41.0
619	till	41.0	0.0	0.0	0.0	0.0	41.0
14121	systems	0.0	13.0	7.0	8.0	13.0	41.0
14133	species	0.0	12.0	11.0	2.0	16.0	41.0
849	sky	29.0	1.0	4.0	0.0	7.0	41.0
785	shadow	32.0	0.0	1.0	0.0	8.0	41.0
2109	reality	11.0	5.0	7.0	14.0	4.0	41.0
859	presented	29.0	4.0	2.0	4.0	2.0	41.0
890	played	28.0	5.0	1.0	6.0	1.0	41.0
830	piece	30.0	4.0	2.0	2.0	3.0	41.0
633	peg	40.0	0.0	0.0	1.0	0.0	41.0
1228	noise	20.0	14.0	0.0	4.0	3.0	41.0
995	miles	25.0	1.0	11.0	0.0	4.0	41.0
1280	learned	19.0	4.0	2.0	10.0	6.0	41.0
635	kiss	40.0	1.0	0.0	0.0	0.0	41.0
672	judge	38.0	1.0	1.0	0.0	1.0	41.0
14480	issues	0.0	4.0	3.0	31.0	3.0	41.0
4525	illness	4.0	4.0	5.0	25.0	3.0	41.0
1204	grown	20.0	6.0	4.0	2.0	9.0	41.0
617	grey	41.0	0.0	0.0	0.0	0.0	41.0
13991	galaxy	1.0	5.0	0.0	0.0	35.0	41.0
846	front	29.0	3.0	4.0	3.0	2.0	41.0
755	forward	33.0	4.0	1.0	1.0	2.0	41.0
14149	environment	0.0	10.0	3.0	16.0	12.0	41.0
2384	entire	9.0	5.0	8.0	12.0	7.0	41.0
730	emily	35.0	1.0	1.0	2.0	2.0	41.0
607	diculty	41.0	0.0	0.0	0.0	0.0	41.0
1041	desert	24.0	3.0	1.0	0.0	13.0	41.0
643	delighted	40.0	0.0	0.0	0.0	1.0	41.0
780	cross	32.0	0.0	2.0	6.0	1.0	41.0
17599	cortex	0.0	1.0	0.0	39.0	1.0	41.0
5645	conditions	3.0	4.0	10.0	13.0	11.0	41.0
14262	biological	0.0	6.0	6.0	23.0	6.0	41.0
3087	author	6.0	12.0	4.0	16.0	3.0	41.0
997	weeks	25.0	4.0	2.0	7.0	2.0	40.0
1076	truly	23.0	2.0	5.0	5.0	5.0	40.0
6137	training	2.0	6.0	5.0	24.0	3.0	40.0
667	thrown	38.0	1.0	0.0	0.0	1.0	40.0
4568	thousands	4.0	11.0	2.0	15.0	8.0	40.0
14142	techniques	0.0	11.0	4.0	12.0	13.0	40.0
1370	suggested	17.0	6.0	5.0	2.0	10.0	40.0
1260	started	19.0	5.0	7.0	3.0	6.0	40.0
10165	standard	1.0	6.0	22.0	1.0	10.0	40.0
2034	spent	11.0	9.0	8.0	8.0	4.0	40.0
1387	save	17.0	8.0	3.0	4.0	8.0	40.0
706	roof	36.0	2.0	1.0	0.0	1.0	40.0
1455	rich	16.0	9.0	4.0	4.0	7.0	40.0
2515	record	8.0	9.0	7.0	13.0	3.0	40.0
14509	programs	0.0	4.0	4.0	20.0	12.0	40.0
631	presently	40.0	0.0	0.0	0.0	0.0	40.0
736	plain	35.0	0.0	1.0	2.0	2.0	40.0
939	pay	26.0	7.0	3.0	1.0	3.0	40.0
764	papers	33.0	4.0	1.0	2.0	0.0	40.0
2437	measure	9.0	12.0	1.0	11.0	7.0	40.0
1555	mark	15.0	8.0	5.0	3.0	9.0	40.0
1171	lie	21.0	1.0	2.0	15.0	1.0	40.0
625	informed	40.0	0.0	0.0	0.0	0.0	40.0
14089	horizons	0.0	21.0	0.0	0.0	19.0	40.0
769	holding	33.0	3.0	0.0	2.0	2.0	40.0
821	hearing	30.0	0.0	2.0	7.0	1.0	40.0
652	glancing	39.0	0.0	1.0	0.0	0.0	40.0
1583	formed	15.0	1.0	8.0	0.0	16.0	40.0
2120	emotions	10.0	4.0	1.0	25.0	0.0	40.0
636	cheerful	40.0	0.0	0.0	0.0	0.0	40.0
645	canterbury	40.0	0.0	0.0	0.0	0.0	40.0
14464	boost	0.0	4.0	2.0	33.0	1.0	40.0
1275	blind	19.0	1.0	3.0	16.0	1.0	40.0
14212	behavior	0.0	8.0	4.0	15.0	13.0	40.0
1314	articles	18.0	3.0	2.0	12.0	5.0	40.0
887	address	28.0	3.0	1.0	6.0	2.0	40.0
14488	york	0.0	4.0	5.0	17.0	13.0	39.0
782	windows	32.0	3.0	3.0	0.0	1.0	39.0
1126	sur	22.0	6.0	3.0	2.0	6.0	39.0
1798	support	13.0	6.0	9.0	4.0	7.0	39.0
2467	suggest	9.0	8.0	2.0	7.0	13.0	39.0
1433	success	17.0	5.0	7.0	5.0	5.0	39.0
1045	speech	24.0	2.0	0.0	13.0	0.0	39.0
1297	share	18.0	8.0	2.0	2.0	9.0	39.0
8876	senior	1.0	14.0	9.0	1.0	14.0	39.0
959	river	26.0	3.0	0.0	1.0	9.0	39.0
735	passing	35.0	2.0	1.0	0.0	1.0	39.0
8207	numbers	2.0	6.0	19.0	4.0	8.0	39.0
766	naturally	33.0	2.0	1.0	2.0	1.0	39.0
1363	moon	17.0	1.0	2.0	0.0	19.0	39.0
4427	modern	4.0	12.0	11.0	4.0	8.0	39.0
665	marriage	38.0	0.0	0.0	1.0	0.0	39.0
1353	market	17.0	6.0	4.0	8.0	4.0	39.0
10883	latest	1.0	9.0	8.0	5.0	16.0	39.0
664	jorkins	39.0	0.0	0.0	0.0	0.0	39.0
3448	increase	6.0	8.0	6.0	13.0	6.0	39.0
1106	improved	22.0	4.0	5.0	6.0	2.0	39.0
967	existence	26.0	5.0	5.0	1.0	2.0	39.0
699	desk	37.0	2.0	0.0	0.0	0.0	39.0
1347	described	18.0	3.0	8.0	4.0	6.0	39.0
663	darling	39.0	0.0	0.0	0.0	0.0	39.0
1868	daily	12.0	2.0	8.0	12.0	5.0	39.0
679	consideration	37.0	1.0	0.0	1.0	0.0	39.0
1027	charge	24.0	6.0	2.0	4.0	3.0	39.0
1068	board	23.0	6.0	6.0	0.0	4.0	39.0
901	bell	27.0	2.0	2.0	7.0	1.0	39.0
953	begun	26.0	1.0	5.0	2.0	5.0	39.0
969	bar	26.0	2.0	3.0	3.0	5.0	39.0
2141	article	10.0	9.0	9.0	3.0	8.0	39.0
2357	wave	9.0	3.0	1.0	5.0	20.0	38.0
