	words	D.Copperfield	Q.Universe	U.Physics	A.Brain	Youth	Total
25341	productionšwere	0.0	0.0	0.0	0.0	1.0	1.0
17430	productionšis	0.0	1.0	0.0	0.0	0.0	1.0
17444	productionšand	0.0	1.0	0.0	0.0	0.0	1.0
23017	prodigies	0.0	0.0	0.0	1.0	0.0	1.0
10992	prodigal	1.0	0.0	0.0	0.0	0.0	1.0
20989	procure	0.0	0.0	1.0	0.0	0.0	1.0
12280	procurable	1.0	0.0	0.0	0.0	0.0	1.0
11233	proctorial	1.0	0.0	0.0	0.0	0.0	1.0
22431	procrastinate	0.0	0.0	0.0	1.0	0.0	1.0
12300	proclama	1.0	0.0	0.0	0.0	0.0	1.0
25525	proclaiming	0.0	0.0	0.0	0.0	1.0	1.0
19785	processš	0.0	0.0	1.0	0.0	0.0	1.0
24926	proceedšas	0.0	0.0	0.0	0.0	1.0	1.0
19649	proce	0.0	0.0	1.0	0.0	0.0	1.0
11016	proc	1.0	0.0	0.0	0.0	0.0	1.0
24209	problemšand	0.0	0.0	0.0	0.0	1.0	1.0
17653	problemsšthe	0.0	1.0	0.0	0.0	0.0	1.0
9907	problematical	1.0	0.0	0.0	0.0	0.0	1.0
19356	probiotics	0.0	0.0	1.0	0.0	0.0	1.0
20348	probing	0.0	0.0	1.0	0.0	0.0	1.0
12390	probed	1.0	0.0	0.0	0.0	0.0	1.0
11855	probates	1.0	0.0	0.0	0.0	0.0	1.0
11246	probate	1.0	0.0	0.0	0.0	0.0	1.0
25093	probabilistic	0.0	0.0	0.0	0.0	1.0	1.0
19690	proba	0.0	0.0	1.0	0.0	0.0	1.0
22303	proactive	0.0	0.0	0.0	1.0	0.0	1.0
17822	prizeœwinning	0.0	1.0	0.0	0.0	0.0	1.0
19205	prizes	0.0	0.0	1.0	0.0	0.0	1.0
9788	privileges	1.0	0.0	0.0	0.0	0.0	1.0
10540	privatt	1.0	0.0	0.0	0.0	0.0	1.0
13539	privations	1.0	0.0	0.0	0.0	0.0	1.0
12612	privation	1.0	0.0	0.0	0.0	0.0	1.0
16836	pristine	0.0	1.0	0.0	0.0	0.0	1.0
19198	priscu	0.0	0.0	1.0	0.0	0.0	1.0
11387	prints	1.0	0.0	0.0	0.0	0.0	1.0
16407	printed	0.0	1.0	0.0	0.0	0.0	1.0
19727	principlesšrelativity	0.0	0.0	1.0	0.0	0.0	1.0
13302	principals	1.0	0.0	0.0	0.0	0.0	1.0
16629	princi	0.0	1.0	0.0	0.0	0.0	1.0
24890	priming	0.0	0.0	0.0	0.0	1.0	1.0
20275	primed	0.0	0.0	1.0	0.0	0.0	1.0
18113	primates	0.0	1.0	0.0	0.0	0.0	1.0
16075	primal	0.0	1.0	0.0	0.0	0.0	1.0
9470	prig	1.0	0.0	0.0	0.0	0.0	1.0
10923	prided	1.0	0.0	0.0	0.0	0.0	1.0
25666	pricier	0.0	0.0	0.0	0.0	1.0	1.0
22038	pricey	0.0	0.0	0.0	1.0	0.0	1.0
16228	pric	0.0	1.0	0.0	0.0	0.0	1.0
24603	preven	0.0	0.0	0.0	0.0	1.0	1.0
15949	prevalent	0.0	1.0	0.0	0.0	0.0	1.0
24745	prevailing	0.0	0.0	0.0	0.0	1.0	1.0
9565	preva	1.0	0.0	0.0	0.0	0.0	1.0
13851	prev	1.0	0.0	0.0	0.0	0.0	1.0
12109	prettiest	1.0	0.0	0.0	0.0	0.0	1.0
10351	pretti	1.0	0.0	0.0	0.0	0.0	1.0
13032	pretences	1.0	0.0	0.0	0.0	0.0	1.0
11978	presumptuous	1.0	0.0	0.0	0.0	0.0	1.0
16317	presumptive	0.0	1.0	0.0	0.0	0.0	1.0
22444	pressures	0.0	0.0	0.0	1.0	0.0	1.0
23336	pression	0.0	0.0	0.0	1.0	0.0	1.0
17998	presidents	0.0	1.0	0.0	0.0	0.0	1.0
22451	presidential	0.0	0.0	0.0	1.0	0.0	1.0
10535	preside	1.0	0.0	0.0	0.0	0.0	1.0
8881	presid	1.0	0.0	0.0	0.0	0.0	1.0
20263	preservative	0.0	0.0	1.0	0.0	0.0	1.0
8562	preservation	1.0	0.0	0.0	0.0	0.0	1.0
20149	preser	0.0	0.0	1.0	0.0	0.0	1.0
24306	presentation	0.0	0.0	0.0	0.0	1.0	1.0
11525	presentable	1.0	0.0	0.0	0.0	0.0	1.0
13631	prescriptive	1.0	0.0	0.0	0.0	0.0	1.0
22084	prescriptions	0.0	0.0	0.0	1.0	0.0	1.0
18963	prescribing	0.0	0.0	1.0	0.0	0.0	1.0
22783	preprogrammed	0.0	0.0	0.0	1.0	0.0	1.0
9812	prepossession	1.0	0.0	0.0	0.0	0.0	1.0
10949	preparatory	1.0	0.0	0.0	0.0	0.0	1.0
9278	prep	1.0	0.0	0.0	0.0	0.0	1.0
11642	prentice	1.0	0.0	0.0	0.0	0.0	1.0
22969	premise	0.0	0.0	0.0	1.0	0.0	1.0
17728	premated	0.0	1.0	0.0	0.0	0.0	1.0
11006	prem	1.0	0.0	0.0	0.0	0.0	1.0
12102	prejudices	1.0	0.0	0.0	0.0	0.0	1.0
18979	prejudging	0.0	0.0	1.0	0.0	0.0	1.0
16025	preharvest	0.0	1.0	0.0	0.0	0.0	1.0
23357	pregnancy	0.0	0.0	0.0	1.0	0.0	1.0
19219	pregnancies	0.0	0.0	1.0	0.0	0.0	1.0
9088	preferring	1.0	0.0	0.0	0.0	0.0	1.0
11608	preferments	1.0	0.0	0.0	0.0	0.0	1.0
20343	preferences	0.0	0.0	1.0	0.0	0.0	1.0
22512	preemptive	0.0	0.0	0.0	1.0	0.0	1.0
11285	predominated	1.0	0.0	0.0	0.0	0.0	1.0
17160	predomi	0.0	1.0	0.0	0.0	0.0	1.0
22245	predisposed	0.0	0.0	0.0	1.0	0.0	1.0
22476	predilection	0.0	0.0	0.0	1.0	0.0	1.0
25111	predictor	0.0	0.0	0.0	0.0	1.0	1.0
25164	predictionleads	0.0	0.0	0.0	0.0	1.0	1.0
25162	predictionbackground	0.0	0.0	0.0	0.0	1.0	1.0
24725	predictably	0.0	0.0	0.0	0.0	1.0	1.0
19731	predictable	0.0	0.0	1.0	0.0	0.0	1.0
21919	predictability	0.0	0.0	0.0	1.0	0.0	1.0
17672	predicament	0.0	1.0	0.0	0.0	0.0	1.0
22840	predetermined	0.0	0.0	0.0	1.0	0.0	1.0
22450	predates	0.0	0.0	0.0	1.0	0.0	1.0
20072	preda	0.0	0.0	1.0	0.0	0.0	1.0
25107	preconceptions	0.0	0.0	0.0	0.0	1.0	1.0
22950	precogs	0.0	0.0	0.0	1.0	0.0	1.0
9277	precocious	1.0	0.0	0.0	0.0	0.0	1.0
25564	precludes	0.0	0.0	0.0	0.0	1.0	1.0
24469	preclude	0.0	0.0	0.0	0.0	1.0	1.0
22606	precis	0.0	0.0	0.0	1.0	0.0	1.0
8870	precipitately	1.0	0.0	0.0	0.0	0.0	1.0
20506	precipita	0.0	0.0	1.0	0.0	0.0	1.0
13587	precipices	1.0	0.0	0.0	0.0	0.0	1.0
13405	precipice	1.0	0.0	0.0	0.0	0.0	1.0
9533	precincts	1.0	0.0	0.0	0.0	0.0	1.0
24819	precession	0.0	0.0	0.0	0.0	1.0	1.0
24817	precess	0.0	0.0	0.0	0.0	1.0	1.0
12124	precept	1.0	0.0	0.0	0.0	0.0	1.0
21929	precedin	0.0	0.0	0.0	1.0	0.0	1.0
11442	precedent	1.0	0.0	0.0	0.0	0.0	1.0
9389	precedence	1.0	0.0	0.0	0.0	0.0	1.0
20531	precede	0.0	0.0	1.0	0.0	0.0	1.0
20050	prasad	0.0	0.0	1.0	0.0	0.0	1.0
19535	prank	0.0	0.0	1.0	0.0	0.0	1.0
16433	prairie	0.0	1.0	0.0	0.0	0.0	1.0
24371	prague	0.0	0.0	0.0	0.0	1.0	1.0
12862	practised	1.0	0.0	0.0	0.0	0.0	1.0
23024	practicalities	0.0	0.0	0.0	1.0	0.0	1.0
22109	ppiness	0.0	0.0	0.0	1.0	0.0	1.0
19032	powietrzynski	0.0	0.0	1.0	0.0	0.0	1.0
12609	powerless	1.0	0.0	0.0	0.0	0.0	1.0
24492	powerhouses	0.0	0.0	0.0	0.0	1.0	1.0
17134	powders	0.0	1.0	0.0	0.0	0.0	1.0
18988	powdered	0.0	0.0	1.0	0.0	0.0	1.0
25403	poundtree	0.0	0.0	0.0	0.0	1.0	1.0
25404	poundmeat	0.0	0.0	0.0	0.0	1.0	1.0
9226	pounding	1.0	0.0	0.0	0.0	0.0	1.0
25402	poundgrainsfoodultimatelywastedone	0.0	0.0	0.0	0.0	1.0	1.0
13892	pounded	1.0	0.0	0.0	0.0	0.0	1.0
19042	poundage	0.0	0.0	1.0	0.0	0.0	1.0
12674	pouncing	1.0	0.0	0.0	0.0	0.0	1.0
17201	pouncer	0.0	1.0	0.0	0.0	0.0	1.0
20378	potsšone	0.0	0.0	1.0	0.0	0.0	1.0
10805	pothooks	1.0	0.0	0.0	0.0	0.0	1.0
24612	potenza	0.0	0.0	0.0	0.0	1.0	1.0
23197	potentials	0.0	0.0	0.0	1.0	0.0	1.0
8345	potentiality	1.0	0.0	0.0	0.0	0.0	1.0
20329	potency	0.0	0.0	1.0	0.0	0.0	1.0
15899	poten	0.0	1.0	0.0	0.0	0.0	1.0
13736	potations	1.0	0.0	0.0	0.0	0.0	1.0
17557	potassium	0.0	1.0	0.0	0.0	0.0	1.0
13674	posure	1.0	0.0	0.0	0.0	0.0	1.0
22389	postulates	0.0	0.0	0.0	1.0	0.0	1.0
22701	postulated	0.0	0.0	0.0	1.0	0.0	1.0
23271	posttraumatic	0.0	0.0	0.0	1.0	0.0	1.0
13541	posts	1.0	0.0	0.0	0.0	0.0	1.0
18187	postmortem	0.0	1.0	0.0	0.0	0.0	1.0
20461	postmor	0.0	0.0	1.0	0.0	0.0	1.0
10781	postmen	1.0	0.0	0.0	0.0	0.0	1.0
23959	postmedia	0.0	0.0	0.0	0.0	1.0	1.0
20544	posting	0.0	0.0	1.0	0.0	0.0	1.0
8322	posthumous	1.0	0.0	0.0	0.0	0.0	1.0
24991	posthu	0.0	0.0	0.0	0.0	1.0	1.0
10884	posterity	1.0	0.0	0.0	0.0	0.0	1.0
22383	posterior	0.0	0.0	0.0	1.0	0.0	1.0
24314	postdoctoral	0.0	0.0	0.0	0.0	1.0	1.0
20232	postcombat	0.0	0.0	1.0	0.0	0.0	1.0
11610	possesses	1.0	0.0	0.0	0.0	0.0	1.0
12762	posse	1.0	0.0	0.0	0.0	0.0	1.0
16059	possamai	0.0	1.0	0.0	0.0	0.0	1.0
18966	positivesﬂ	0.0	0.0	1.0	0.0	0.0	1.0
24032	positiveimpact	0.0	0.0	0.0	0.0	1.0	1.0
23189	positioned	0.0	0.0	0.0	1.0	0.0	1.0
19162	posites	0.0	0.0	1.0	0.0	0.0	1.0
22378	posing	0.0	0.0	0.0	1.0	0.0	1.0
25627	portunity	0.0	0.0	0.0	0.0	1.0	1.0
17391	portuguese	0.0	1.0	0.0	0.0	0.0	1.0
13408	portugal	1.0	0.0	0.0	0.0	0.0	1.0
22831	portrayed	0.0	0.0	0.0	1.0	0.0	1.0
9992	portmanteau	1.0	0.0	0.0	0.0	0.0	1.0
11641	portly	1.0	0.0	0.0	0.0	0.0	1.0
11993	portico	1.0	0.0	0.0	0.0	0.0	1.0
10412	porters	1.0	0.0	0.0	0.0	0.0	1.0
9172	porterage	1.0	0.0	0.0	0.0	0.0	1.0
20773	portends	0.0	0.0	1.0	0.0	0.0	1.0
12243	portend	1.0	0.0	0.0	0.0	0.0	1.0
16728	portant	0.0	1.0	0.0	0.0	0.0	1.0
22709	portal	0.0	0.0	0.0	1.0	0.0	1.0
19863	portablešwith	0.0	0.0	1.0	0.0	0.0	1.0
12209	porridge	1.0	0.0	0.0	0.0	0.0	1.0
13523	porpoises	1.0	0.0	0.0	0.0	0.0	1.0
9124	porpoise	1.0	0.0	0.0	0.0	0.0	1.0
20735	porous	0.0	0.0	1.0	0.0	0.0	1.0
25509	pornography	0.0	0.0	0.0	0.0	1.0	1.0
8689	porings	1.0	0.0	0.0	0.0	0.0	1.0
8670	pores	1.0	0.0	0.0	0.0	0.0	1.0
12678	porcupine	1.0	0.0	0.0	0.0	0.0	1.0
11033	porcelain	1.0	0.0	0.0	0.0	0.0	1.0
12613	populous	1.0	0.0	0.0	0.0	0.0	1.0
8381	popularly	1.0	0.0	0.0	0.0	0.0	1.0
22954	popularized	0.0	0.0	0.0	1.0	0.0	1.0
18263	popularity	0.0	1.0	0.0	0.0	0.0	1.0
16021	popula	0.0	1.0	0.0	0.0	0.0	1.0
20384	popu	0.0	0.0	1.0	0.0	0.0	1.0
19265	pops	0.0	0.0	1.0	0.0	0.0	1.0
8731	poppet	1.0	0.0	0.0	0.0	0.0	1.0
20398	poplar	0.0	0.0	1.0	0.0	0.0	1.0
22029	pool	0.0	0.0	0.0	1.0	0.0	1.0
19000	poo	0.0	0.0	1.0	0.0	0.0	1.0
12470	pondered	1.0	0.0	0.0	0.0	0.0	1.0
11068	pon	1.0	0.0	0.0	0.0	0.0	1.0
25435	polysaccharide	0.0	0.0	0.0	0.0	1.0	1.0
15685	polymers	0.0	1.0	0.0	0.0	0.0	1.0
24356	polymeric	0.0	0.0	0.0	0.0	1.0	1.0
22896	polygamous	0.0	0.0	0.0	1.0	0.0	1.0
16988	pollutionšis	0.0	1.0	0.0	0.0	0.0	1.0
16958	pollutionšinter	0.0	1.0	0.0	0.0	0.0	1.0
12585	polluted	1.0	0.0	0.0	0.0	0.0	1.0
20437	pollan	0.0	0.0	1.0	0.0	0.0	1.0
19040	politicsšnever	0.0	0.0	1.0	0.0	0.0	1.0
11719	politician	1.0	0.0	0.0	0.0	0.0	1.0
12234	politi	1.0	0.0	0.0	0.0	0.0	1.0
8529	politction	1.0	0.0	0.0	0.0	0.0	1.0
9280	polish	1.0	0.0	0.0	0.0	0.0	1.0
17793	polio	0.0	1.0	0.0	0.0	0.0	1.0
23230	policymakers	0.0	0.0	0.0	1.0	0.0	1.0
25055	policyholders	0.0	0.0	0.0	0.0	1.0	1.0
22173	policemen	0.0	0.0	0.0	1.0	0.0	1.0
24091	poli	0.0	0.0	0.0	0.0	1.0	1.0
20687	polarized	0.0	0.0	1.0	0.0	0.0	1.0
12395	pokey	1.0	0.0	0.0	0.0	0.0	1.0
8645	pokes	1.0	0.0	0.0	0.0	0.0	1.0
10204	poked	1.0	0.0	0.0	0.0	0.0	1.0
10653	pok	1.0	0.0	0.0	0.0	0.0	1.0
24569	poisons	0.0	0.0	0.0	0.0	1.0	1.0
10065	poisoning	1.0	0.0	0.0	0.0	0.0	1.0
11072	poison	1.0	0.0	0.0	0.0	0.0	1.0
8706	poise	1.0	0.0	0.0	0.0	0.0	1.0
24684	pointe	0.0	0.0	0.0	0.0	1.0	1.0
9372	poignant	1.0	0.0	0.0	0.0	0.0	1.0
12207	poignancy	1.0	0.0	0.0	0.0	0.0	1.0
10156	poets	1.0	0.0	0.0	0.0	0.0	1.0
11829	poetical	1.0	0.0	0.0	0.0	0.0	1.0
25208	poem	0.0	0.0	0.0	0.0	1.0	1.0
25138	podium	0.0	0.0	0.0	0.0	1.0	1.0
23231	podcasts	0.0	0.0	0.0	1.0	0.0	1.0
11408	pocketing	1.0	0.0	0.0	0.0	0.0	1.0
13294	pocketed	1.0	0.0	0.0	0.0	0.0	1.0
24468	po	0.0	0.0	0.0	0.0	1.0	1.0
20069	pneumatized	0.0	0.0	1.0	0.0	0.0	1.0
20066	pneumatization	0.0	0.0	1.0	0.0	0.0	1.0
20065	pneumaticity	0.0	0.0	1.0	0.0	0.0	1.0
21915	pmxiv	0.0	0.0	0.0	1.0	0.0	1.0
21912	pmxiii	0.0	0.0	0.0	1.0	0.0	1.0
21905	pmxii	0.0	0.0	0.0	1.0	0.0	1.0
21880	pmxi	0.0	0.0	0.0	1.0	0.0	1.0
23308	pmwhen	0.0	0.0	0.0	1.0	0.0	1.0
23313	pmwhat	0.0	0.0	0.0	1.0	0.0	1.0
21872	pmviii	0.0	0.0	0.0	1.0	0.0	1.0
21866	pmvi	0.0	0.0	0.0	1.0	0.0	1.0
23335	pmtargeted	0.0	0.0	0.0	1.0	0.0	1.0
23331	pmsparking	0.0	0.0	0.0	1.0	0.0	1.0
23320	pmnote	0.0	0.0	0.0	1.0	0.0	1.0
23278	pmneuron	0.0	0.0	0.0	1.0	0.0	1.0
23289	pmlearning	0.0	0.0	0.0	1.0	0.0	1.0
21837	pmii	0.0	0.0	0.0	1.0	0.0	1.0
23296	pmepigenetics	0.0	0.0	0.0	1.0	0.0	1.0
23339	pmelectrode	0.0	0.0	0.0	1.0	0.0	1.0
23276	pmcorpus	0.0	0.0	0.0	1.0	0.0	1.0
21840	pmcopyright	0.0	0.0	0.0	1.0	0.0	1.0
23318	pman	0.0	0.0	0.0	1.0	0.0	1.0
21864	pmacknowledgments	0.0	0.0	0.0	1.0	0.0	1.0
23232	pmaabnormal	0.0	0.0	0.0	1.0	0.0	1.0
19717	ply	0.0	0.0	1.0	0.0	0.0	1.0
11279	pluralist	1.0	0.0	0.0	0.0	0.0	1.0
24281	plunked	0.0	0.0	0.0	0.0	1.0	1.0
13127	plundered	1.0	0.0	0.0	0.0	0.0	1.0
8421	plump	1.0	0.0	0.0	0.0	0.0	1.0
25323	plummeted	0.0	0.0	0.0	0.0	1.0	1.0
11468	plumed	1.0	0.0	0.0	0.0	0.0	1.0
20603	plumages	0.0	0.0	1.0	0.0	0.0	1.0
12208	plum	1.0	0.0	0.0	0.0	0.0	1.0
8951	pluck	1.0	0.0	0.0	0.0	0.0	1.0
13566	ploughmen	1.0	0.0	0.0	0.0	0.0	1.0
12134	plotted	1.0	0.0	0.0	0.0	0.0	1.0
13227	plosive	1.0	0.0	0.0	0.0	0.0	1.0
22030	plodders	0.0	0.0	0.0	1.0	0.0	1.0
9414	plodded	1.0	0.0	0.0	0.0	0.0	1.0
11724	plod	1.0	0.0	0.0	0.0	0.0	1.0
22820	plish	0.0	0.0	0.0	1.0	0.0	1.0
9857	plied	1.0	0.0	0.0	0.0	0.0	1.0
19364	pli	0.0	0.0	1.0	0.0	0.0	1.0
16098	plexippus	0.0	1.0	0.0	0.0	0.0	1.0
20401	plexiglas	0.0	0.0	1.0	0.0	0.0	1.0
20483	plen	0.0	0.0	1.0	0.0	0.0	1.0
19197	pleistocene	0.0	0.0	1.0	0.0	0.0	1.0
24586	pleiotropic	0.0	0.0	0.0	0.0	1.0	1.0
10854	pledges	1.0	0.0	0.0	0.0	0.0	1.0
12851	plebeian	1.0	0.0	0.0	0.0	0.0	1.0
10183	pleasantry	1.0	0.0	0.0	0.0	0.0	1.0
12368	pleading	1.0	0.0	0.0	0.0	0.0	1.0
10713	plead	1.0	0.0	0.0	0.0	0.0	1.0
22438	playtime	0.0	0.0	0.0	1.0	0.0	1.0
17731	playthings	0.0	1.0	0.0	0.0	0.0	1.0
10407	playmate	1.0	0.0	0.0	0.0	0.0	1.0
23886	playlists	0.0	0.0	0.0	0.0	1.0	1.0
17593	playeršwas	0.0	1.0	0.0	0.0	0.0	1.0
17590	playersšnot	0.0	1.0	0.0	0.0	0.0	1.0
16417	playbook	0.0	1.0	0.0	0.0	0.0	1.0
25560	plausibility	0.0	0.0	0.0	0.0	1.0	1.0
24763	plausi	0.0	0.0	0.0	0.0	1.0	1.0
24112	platforms	0.0	0.0	0.0	0.0	1.0	1.0
25270	plateš	0.0	0.0	0.0	0.0	1.0	1.0
12363	plateful	1.0	0.0	0.0	0.0	0.0	1.0
15684	plastics	0.0	1.0	0.0	0.0	0.0	1.0
19912	plas	0.0	0.0	1.0	0.0	0.0	1.0
17062	plantsšnamely	0.0	1.0	0.0	0.0	0.0	1.0
17484	plantations	0.0	1.0	0.0	0.0	0.0	1.0
19444	plannersš	0.0	0.0	1.0	0.0	0.0	1.0
24400	planners	0.0	0.0	0.0	0.0	1.0	1.0
20760	planner	0.0	0.0	1.0	0.0	0.0	1.0
16926	planetšdo	0.0	1.0	0.0	0.0	0.0	1.0
24906	planetšand	0.0	0.0	0.0	0.0	1.0	1.0
19527	planesš	0.0	0.0	1.0	0.0	0.0	1.0
16640	planckian	0.0	1.0	0.0	0.0	0.0	1.0
13220	plaintive	1.0	0.0	0.0	0.0	0.0	1.0
10721	plaids	1.0	0.0	0.0	0.0	0.0	1.0
17094	plaguing	0.0	1.0	0.0	0.0	0.0	1.0
17150	plagued	0.0	1.0	0.0	0.0	0.0	1.0
13705	placidly	1.0	0.0	0.0	0.0	0.0	1.0
13719	placidest	1.0	0.0	0.0	0.0	0.0	1.0
24632	placešwhether	0.0	0.0	0.0	0.0	1.0	1.0
19476	placešbac	0.0	0.0	1.0	0.0	0.0	1.0
17715	placentašnot	0.0	1.0	0.0	0.0	0.0	1.0
17720	placental	0.0	1.0	0.0	0.0	0.0	1.0
17727	placen	0.0	1.0	0.0	0.0	0.0	1.0
20157	pkm	0.0	0.0	1.0	0.0	0.0	1.0
15866	pivot	0.0	1.0	0.0	0.0	0.0	1.0
23365	pituitary	0.0	0.0	0.0	1.0	0.0	1.0
11314	pitted	1.0	0.0	0.0	0.0	0.0	1.0
13060	pittance	1.0	0.0	0.0	0.0	0.0	1.0
11709	pitt	1.0	0.0	0.0	0.0	0.0	1.0
12579	pits	1.0	0.0	0.0	0.0	0.0	1.0
10397	pitifully	1.0	0.0	0.0	0.0	0.0	1.0
18935	pitiably	0.0	0.0	1.0	0.0	0.0	1.0
10818	pithily	1.0	0.0	0.0	0.0	0.0	1.0
12673	pitfall	1.0	0.0	0.0	0.0	0.0	1.0
12306	piteous	1.0	0.0	0.0	0.0	0.0	1.0
8633	pite	1.0	0.0	0.0	0.0	0.0	1.0
8493	pitchy	1.0	0.0	0.0	0.0	0.0	1.0
11368	pitchers	1.0	0.0	0.0	0.0	0.0	1.0
9760	piratical	1.0	0.0	0.0	0.0	0.0	1.0
12323	piquet	1.0	0.0	0.0	0.0	0.0	1.0
17244	piperonyl	0.0	1.0	0.0	0.0	0.0	1.0
17809	pipelines	0.0	1.0	0.0	0.0	0.0	1.0
19031	piotr	0.0	0.0	1.0	0.0	0.0	1.0
24221	piore	0.0	0.0	0.0	0.0	1.0	1.0
17294	pioneering	0.0	1.0	0.0	0.0	0.0	1.0
10196	pints	1.0	0.0	0.0	0.0	0.0	1.0
12929	pinted	1.0	0.0	0.0	0.0	0.0	1.0
22921	pinprick	0.0	0.0	0.0	1.0	0.0	1.0
24742	pinpointing	0.0	0.0	0.0	0.0	1.0	1.0
11915	pinnacle	1.0	0.0	0.0	0.0	0.0	1.0
22428	pinging	0.0	0.0	0.0	1.0	0.0	1.0
13786	pined	1.0	0.0	0.0	0.0	0.0	1.0
9293	pineapples	1.0	0.0	0.0	0.0	0.0	1.0
24472	pinches	0.0	0.0	0.0	0.0	1.0	1.0
11597	pin	1.0	0.0	0.0	0.0	0.0	1.0
24127	pilotless	0.0	0.0	0.0	0.0	1.0	1.0
11519	pillowing	1.0	0.0	0.0	0.0	0.0	1.0
16565	pillars	0.0	1.0	0.0	0.0	0.0	1.0
12441	pillar	1.0	0.0	0.0	0.0	0.0	1.0
13093	piling	1.0	0.0	0.0	0.0	0.0	1.0
11220	pilgrim	1.0	0.0	0.0	0.0	0.0	1.0
20721	pileata	0.0	0.0	1.0	0.0	0.0	1.0
9025	pigmy	1.0	0.0	0.0	0.0	0.0	1.0
10988	piety	1.0	0.0	0.0	0.0	0.0	1.0
13805	pies	1.0	0.0	0.0	0.0	0.0	1.0
20446	pierced	0.0	0.0	1.0	0.0	0.0	1.0
10372	pieman	1.0	0.0	0.0	0.0	0.0	1.0
24881	piecing	0.0	0.0	0.0	0.0	1.0	1.0
13143	pieced	1.0	0.0	0.0	0.0	0.0	1.0
12353	picturing	1.0	0.0	0.0	0.0	0.0	1.0
21869	pictur	0.0	0.0	0.0	1.0	0.0	1.0
11290	picnic	1.0	0.0	0.0	0.0	0.0	1.0
20056	picky	0.0	0.0	1.0	0.0	0.0	1.0
10500	pickpockets	1.0	0.0	0.0	0.0	0.0	1.0
10461	pickpocket	1.0	0.0	0.0	0.0	0.0	1.0
9190	pickled	1.0	0.0	0.0	0.0	0.0	1.0
10703	pickings	1.0	0.0	0.0	0.0	0.0	1.0
10969	piccadilly	1.0	0.0	0.0	0.0	0.0	1.0
10514	piazza	1.0	0.0	0.0	0.0	0.0	1.0
25559	pi	0.0	0.0	0.0	0.0	1.0	1.0
16928	phytoplankton	0.0	1.0	0.0	0.0	0.0	1.0
20045	phytoliths	0.0	0.0	1.0	0.0	0.0	1.0
16927	phyto	0.0	1.0	0.0	0.0	0.0	1.0
22598	physiologist	0.0	0.0	0.0	1.0	0.0	1.0
20440	physiologi	0.0	0.0	1.0	0.0	0.0	1.0
11501	physiognomy	1.0	0.0	0.0	0.0	0.0	1.0
19175	physicsšnot	0.0	0.0	1.0	0.0	0.0	1.0
24805	physicsœbased	0.0	0.0	0.0	0.0	1.0	1.0
16480	physicistšlargely	0.0	1.0	0.0	0.0	0.0	1.0
10889	phrenologically	1.0	0.0	0.0	0.0	0.0	1.0
13721	phrenological	1.0	0.0	0.0	0.0	0.0	1.0
11000	phraseology	1.0	0.0	0.0	0.0	0.0	1.0
25442	photosynthetic	0.0	0.0	0.0	0.0	1.0	1.0
25431	photosynthesize	0.0	0.0	0.0	0.0	1.0	1.0
19759	photore	0.0	0.0	1.0	0.0	0.0	1.0
15828	photoillustration	0.0	1.0	0.0	0.0	0.0	1.0
16522	photographsševen	0.0	1.0	0.0	0.0	0.0	1.0
24222	photographic	0.0	0.0	0.0	0.0	1.0	1.0
19870	photographed	0.0	0.0	1.0	0.0	0.0	1.0
19763	photodiodes	0.0	0.0	1.0	0.0	0.0	1.0
21841	photocopying	0.0	0.0	0.0	1.0	0.0	1.0
19537	phony	0.0	0.0	1.0	0.0	0.0	1.0
24069	phonesﬂ	0.0	0.0	0.0	0.0	1.0	1.0
22350	phonebook	0.0	0.0	0.0	1.0	0.0	1.0
9579	phoebus	1.0	0.0	0.0	0.0	0.0	1.0
20337	pho	0.0	0.0	1.0	0.0	0.0	1.0
20366	phloem	0.0	0.0	1.0	0.0	0.0	1.0
8744	phlegmatic	1.0	0.0	0.0	0.0	0.0	1.0
9201	philosophically	1.0	0.0	0.0	0.0	0.0	1.0
11476	philosophical	1.0	0.0	0.0	0.0	0.0	1.0
13074	philosophic	1.0	0.0	0.0	0.0	0.0	1.0
19878	phillips	0.0	0.0	1.0	0.0	0.0	1.0
25096	phillip	0.0	0.0	0.0	0.0	1.0	1.0
17414	philippines	0.0	1.0	0.0	0.0	0.0	1.0
17640	philadelphia	0.0	1.0	0.0	0.0	0.0	1.0
17282	phil	0.0	1.0	0.0	0.0	0.0	1.0
8967	phial	1.0	0.0	0.0	0.0	0.0	1.0
20395	pheromonal	0.0	0.0	1.0	0.0	0.0	1.0
20569	pheric	0.0	0.0	1.0	0.0	0.0	1.0
24206	phere	0.0	0.0	0.0	0.0	1.0	1.0
16158	phenome	0.0	1.0	0.0	0.0	0.0	1.0
11586	phenom	1.0	0.0	0.0	0.0	0.0	1.0
20391	phenolic	0.0	0.0	1.0	0.0	0.0	1.0
22085	phenidate	0.0	0.0	0.0	1.0	0.0	1.0
22290	phate	0.0	0.0	0.0	1.0	0.0	1.0
25657	phasing	0.0	0.0	0.0	0.0	1.0	1.0
20414	phaseolus	0.0	0.0	1.0	0.0	0.0	1.0
20535	phased	0.0	0.0	1.0	0.0	0.0	1.0
16261	pharmacydiscounts	0.0	1.0	0.0	0.0	0.0	1.0
9225	pharmacopoeia	1.0	0.0	0.0	0.0	0.0	1.0
22322	pharmacology	0.0	0.0	0.0	1.0	0.0	1.0
